28658,245,3
P-164,U1,0,158,0,87,198,102
P-32,U2,97,0,0,141,70,98
P-4,U2,66,125,0,122,200,108
P-189,U4,58,141,0,121,197,87
P-247,U4,122,0,0,201,62,98
P-102,U4,122,0,98,186,70,204
P-205,U4,107,70,93,147,117,202
P-202,U1,107,71,0,147,123,94
P-76,U1,0,198,0,92,238,96
P-307,U4,107,117,93,150,199,189
P-257,U4,51,0,184,102,67,238
P-315,U2,41,0,104,91,75,157
P-305,U1,44,69,94,97,127,157
P-156,U2,0,204,0,73,251,110
P-382,U2,122,70,0,165,172,106
P-398,U2,0,75,108,85,178,160
P-242,U1,128,0,0,181,69,89
P-87,U1,107,123,0,160,177,107
P-171,U4,121,129,0,171,184,93
P-172,U4,0,222,0,71,273,76
P-170,U4,0,224,76,81,268,176
P-166,U4,150,70,93,212,154,196
P-58,U1,0,158,102,102,253,157
P-218,U4,91,197,0,168,256,90
P-371,U4,150,62,0,198,114,91
P-78,U4,91,199,90,165,241,194
P-208,U1,92,177,0,142,266,102
P-12,U4,0,167,195,88,247,243
P-61,U2,73,200,0,168,257,109
P-33,U1,0,238,0,89,311,90
P-201,U1,142,177,0,218,257,106
P-227,U2,141,0,0,214,59,96
P-5,U2,97,0,98,185,58,162
P-248,U2,85,75,108,152,152,160
P-93,U4,171,129,0,239,217,92
P-391,U1,147,0,89,212,87,162
P-261,U4,107,70,202,184,170,244
P-343,U4,91,241,90,168,308,197
P-174,U2,165,70,0,212,171,107
P-206,U1,97,67,94,138,114,154
P-65,U2,0,178,110,110,256,160
P-194,U2,0,251,0,71,299,109
P-19,U1,147,69,0,216,120,87
P-154,U4,171,154,92,235,245,195
P-28,U3,178,122,73,242,203,168
P-186,U4,91,170,197,184,254,244
P-190,U2,71,257,0,172,309,108
P-386,U3,178,203,65,241,268,175
P-198,U4,81,256,0,155,315,84
P-59,U1,102,158,107,181,243,156
P-240,U4,168,217,0,233,318,88
P-244,U3,124,236,177,200,311,239
P-312,NONE,-1,-1,-1,-1,-1,-1
P-396,U3,0,276,0,102,318,109
P-99,U4,0,247,176,71,317,244
P-39,U3,182,130,0,243,226,64
P-269,U4,186,0,98,242,58,172
P-369,U3,102,259,0,177,317,84
P-341,U6,105,260,210,192,317,282
P-322,U2,110,152,109,176,254,154
P-351,U4,201,0,0,242,107,92
P-120,U4,0,268,76,74,316,167
P-231,U2,168,171,0,217,239,96
P-234,U6,201,0,169,244,65,273
P-337,U6,72,270,0,149,310,102
P-246,U3,184,51,168,244,153,229
P-192,U1,102,243,106,178,317,160
P-40,U1,0,266,90,90,311,160
P-123,U3,0,124,204,62,167,244
P-122,U1,90,266,0,167,312,104
P-375,U5,192,196,94,240,263,191
P-63,U4,168,245,88,243,314,173
P-384,U3,184,153,175,244,226,244
P-276,U3,185,51,0,231,113,69
P-54,U1,160,123,0,219,174,106
P-43,U5,105,265,92,213,316,178
P-317,U2,0,256,109,86,306,162
P-381,U1,147,87,107,211,156,155
P-331,U6,198,108,0,241,196,71
P-44,U4,107,0,204,191,49,244
P-230,U4,184,70,196,232,156,242
P-278,U4,0,273,0,80,317,73
P-85,U3,0,232,194,68,279,238
P-221,U2,152,75,107,196,143,156
P-146,U5,105,271,178,161,316,278
P-177,U5,192,147,181,233,191,280
P-355,U3,176,0,101,228,60,146
P-289,U1,181,0,0,224,66,70
P-397,U2,86,256,109,166,315,160
P-77,U2,172,239,0,222,304,96
P-108,NONE,-1,-1,-1,-1,-1,-1
P-149,U6,142,272,102,205,317,206
P-400,U3,70,258,177,122,308,241
P-392,U3,0,276,109,87,316,172
P-66,U4,91,254,197,177,304,244
P-14,U6,192,157,71,238,202,152
P-130,U4,184,156,195,224,234,240
P-53,U2,176,143,107,220,249,160
P-271,U3,102,276,84,146,317,176
P-339,U5,162,264,0,238,318,76
P-323,NONE,-1,-1,-1,-1,-1,-1
P-175,NONE,-1,-1,-1,-1,-1,-1
P-288,NONE,-1,-1,-1,-1,-1,-1
P-241,NONE,-1,-1,-1,-1,-1,-1
P-388,NONE,-1,-1,-1,-1,-1,-1
P-267,NONE,-1,-1,-1,-1,-1,-1
P-140,NONE,-1,-1,-1,-1,-1,-1
P-144,NONE,-1,-1,-1,-1,-1,-1
P-121,NONE,-1,-1,-1,-1,-1,-1
P-373,NONE,-1,-1,-1,-1,-1,-1
P-137,NONE,-1,-1,-1,-1,-1,-1
P-367,NONE,-1,-1,-1,-1,-1,-1
P-334,NONE,-1,-1,-1,-1,-1,-1
P-347,NONE,-1,-1,-1,-1,-1,-1
P-107,NONE,-1,-1,-1,-1,-1,-1
P-229,NONE,-1,-1,-1,-1,-1,-1
P-35,NONE,-1,-1,-1,-1,-1,-1
P-118,NONE,-1,-1,-1,-1,-1,-1
P-332,NONE,-1,-1,-1,-1,-1,-1
P-114,NONE,-1,-1,-1,-1,-1,-1
P-263,NONE,-1,-1,-1,-1,-1,-1
P-316,NONE,-1,-1,-1,-1,-1,-1
P-225,NONE,-1,-1,-1,-1,-1,-1
P-395,NONE,-1,-1,-1,-1,-1,-1
P-131,NONE,-1,-1,-1,-1,-1,-1
P-116,NONE,-1,-1,-1,-1,-1,-1
P-155,U3,146,268,84,241,315,171
P-256,NONE,-1,-1,-1,-1,-1,-1
P-115,NONE,-1,-1,-1,-1,-1,-1
P-11,NONE,-1,-1,-1,-1,-1,-1
P-279,NONE,-1,-1,-1,-1,-1,-1
P-89,NONE,-1,-1,-1,-1,-1,-1
P-21,NONE,-1,-1,-1,-1,-1,-1
P-52,NONE,-1,-1,-1,-1,-1,-1
P-101,NONE,-1,-1,-1,-1,-1,-1
P-358,NONE,-1,-1,-1,-1,-1,-1
P-286,NONE,-1,-1,-1,-1,-1,-1
P-253,NONE,-1,-1,-1,-1,-1,-1
P-204,NONE,-1,-1,-1,-1,-1,-1
P-340,NONE,-1,-1,-1,-1,-1,-1
P-364,NONE,-1,-1,-1,-1,-1,-1
P-287,NONE,-1,-1,-1,-1,-1,-1
P-390,NONE,-1,-1,-1,-1,-1,-1
P-249,NONE,-1,-1,-1,-1,-1,-1
P-362,NONE,-1,-1,-1,-1,-1,-1
P-314,NONE,-1,-1,-1,-1,-1,-1
P-179,U3,182,226,0,244,299,63
P-344,NONE,-1,-1,-1,-1,-1,-1
P-200,NONE,-1,-1,-1,-1,-1,-1
P-178,NONE,-1,-1,-1,-1,-1,-1
P-259,NONE,-1,-1,-1,-1,-1,-1
P-79,NONE,-1,-1,-1,-1,-1,-1
P-151,U5,161,271,178,240,315,284
P-306,NONE,-1,-1,-1,-1,-1,-1
P-281,NONE,-1,-1,-1,-1,-1,-1
P-348,NONE,-1,-1,-1,-1,-1,-1
P-342,NONE,-1,-1,-1,-1,-1,-1
P-7,NONE,-1,-1,-1,-1,-1,-1
P-113,NONE,-1,-1,-1,-1,-1,-1
P-81,NONE,-1,-1,-1,-1,-1,-1
P-152,U4,177,254,173,234,303,240
P-250,NONE,-1,-1,-1,-1,-1,-1
P-104,NONE,-1,-1,-1,-1,-1,-1
P-195,NONE,-1,-1,-1,-1,-1,-1
P-239,NONE,-1,-1,-1,-1,-1,-1
P-176,NONE,-1,-1,-1,-1,-1,-1
P-354,U4,191,0,172,243,70,242
P-268,NONE,-1,-1,-1,-1,-1,-1
P-8,NONE,-1,-1,-1,-1,-1,-1
P-62,U6,201,65,180,244,153,272
P-308,NONE,-1,-1,-1,-1,-1,-1
P-374,NONE,-1,-1,-1,-1,-1,-1
P-303,NONE,-1,-1,-1,-1,-1,-1
P-298,U6,149,271,0,235,315,91
P-293,U1,167,257,0,223,313,104
P-209,NONE,-1,-1,-1,-1,-1,-1
P-128,NONE,-1,-1,-1,-1,-1,-1
P-48,U2,172,254,96,220,307,161
P-31,NONE,-1,-1,-1,-1,-1,-1
P-359,NONE,-1,-1,-1,-1,-1,-1
P-321,NONE,-1,-1,-1,-1,-1,-1
P-70,NONE,-1,-1,-1,-1,-1,-1
P-237,NONE,-1,-1,-1,-1,-1,-1
P-34,NONE,-1,-1,-1,-1,-1,-1
P-302,NONE,-1,-1,-1,-1,-1,-1
P-361,NONE,-1,-1,-1,-1,-1,-1
P-60,NONE,-1,-1,-1,-1,-1,-1
P-372,NONE,-1,-1,-1,-1,-1,-1
P-235,NONE,-1,-1,-1,-1,-1,-1
P-56,NONE,-1,-1,-1,-1,-1,-1
P-399,U3,200,226,175,244,315,220
P-141,U5,201,196,191,244,266,278
P-318,NONE,-1,-1,-1,-1,-1,-1
P-84,NONE,-1,-1,-1,-1,-1,-1
P-138,NONE,-1,-1,-1,-1,-1,-1
P-301,NONE,-1,-1,-1,-1,-1,-1
P-260,U1,181,158,106,224,257,155
P-132,NONE,-1,-1,-1,-1,-1,-1
P-383,NONE,-1,-1,-1,-1,-1,-1
P-376,NONE,-1,-1,-1,-1,-1,-1
P-328,NONE,-1,-1,-1,-1,-1,-1
P-159,NONE,-1,-1,-1,-1,-1,-1
P-96,NONE,-1,-1,-1,-1,-1,-1
P-91,NONE,-1,-1,-1,-1,-1,-1
P-110,NONE,-1,-1,-1,-1,-1,-1
P-325,NONE,-1,-1,-1,-1,-1,-1
P-153,NONE,-1,-1,-1,-1,-1,-1
P-184,NONE,-1,-1,-1,-1,-1,-1
P-182,NONE,-1,-1,-1,-1,-1,-1
P-193,NONE,-1,-1,-1,-1,-1,-1
P-83,NONE,-1,-1,-1,-1,-1,-1
P-368,NONE,-1,-1,-1,-1,-1,-1
P-100,NONE,-1,-1,-1,-1,-1,-1
P-251,NONE,-1,-1,-1,-1,-1,-1
P-338,NONE,-1,-1,-1,-1,-1,-1
P-290,NONE,-1,-1,-1,-1,-1,-1
P-228,NONE,-1,-1,-1,-1,-1,-1
P-254,NONE,-1,-1,-1,-1,-1,-1
P-311,NONE,-1,-1,-1,-1,-1,-1
P-88,NONE,-1,-1,-1,-1,-1,-1
P-294,NONE,-1,-1,-1,-1,-1,-1
P-13,NONE,-1,-1,-1,-1,-1,-1
P-173,NONE,-1,-1,-1,-1,-1,-1
P-72,NONE,-1,-1,-1,-1,-1,-1
P-243,NONE,-1,-1,-1,-1,-1,-1
P-379,NONE,-1,-1,-1,-1,-1,-1
P-22,NONE,-1,-1,-1,-1,-1,-1
P-349,NONE,-1,-1,-1,-1,-1,-1
P-197,NONE,-1,-1,-1,-1,-1,-1
P-210,NONE,-1,-1,-1,-1,-1,-1
P-160,NONE,-1,-1,-1,-1,-1,-1
P-55,NONE,-1,-1,-1,-1,-1,-1
P-127,NONE,-1,-1,-1,-1,-1,-1
P-213,NONE,-1,-1,-1,-1,-1,-1
P-98,NONE,-1,-1,-1,-1,-1,-1
P-95,NONE,-1,-1,-1,-1,-1,-1
P-24,NONE,-1,-1,-1,-1,-1,-1
P-245,NONE,-1,-1,-1,-1,-1,-1
P-161,NONE,-1,-1,-1,-1,-1,-1
P-370,NONE,-1,-1,-1,-1,-1,-1
P-389,NONE,-1,-1,-1,-1,-1,-1
P-51,NONE,-1,-1,-1,-1,-1,-1
P-119,NONE,-1,-1,-1,-1,-1,-1
P-377,NONE,-1,-1,-1,-1,-1,-1
P-67,NONE,-1,-1,-1,-1,-1,-1
P-47,NONE,-1,-1,-1,-1,-1,-1
P-233,NONE,-1,-1,-1,-1,-1,-1
P-143,NONE,-1,-1,-1,-1,-1,-1
P-38,NONE,-1,-1,-1,-1,-1,-1
P-309,NONE,-1,-1,-1,-1,-1,-1
P-292,NONE,-1,-1,-1,-1,-1,-1
P-74,NONE,-1,-1,-1,-1,-1,-1
P-111,NONE,-1,-1,-1,-1,-1,-1
P-30,NONE,-1,-1,-1,-1,-1,-1
P-90,NONE,-1,-1,-1,-1,-1,-1
P-196,NONE,-1,-1,-1,-1,-1,-1
P-330,NONE,-1,-1,-1,-1,-1,-1
P-18,NONE,-1,-1,-1,-1,-1,-1
P-64,NONE,-1,-1,-1,-1,-1,-1
P-191,NONE,-1,-1,-1,-1,-1,-1
P-203,NONE,-1,-1,-1,-1,-1,-1
P-223,NONE,-1,-1,-1,-1,-1,-1
P-158,NONE,-1,-1,-1,-1,-1,-1
P-296,NONE,-1,-1,-1,-1,-1,-1
P-262,NONE,-1,-1,-1,-1,-1,-1
