Package-ID,ULD-ID,x0,y0,z0,x1,y1,z1
346,6,0,93,104,95,203,187
165,6,0,0,97,96,93,200
365,6,88,223,0,176,318,110
324,1,49,185,11,89,226,79
387,1,182,168,0,224,264,47
29,1,138,0,15,224,62,68
27,1,51,126,100,100,219,162
257,1,6,70,75,60,121,142
305,1,89,172,0,147,225,63
206,1,183,271,0,224,318,60
171,1,174,263,69,224,318,162
32,1,180,193,64,224,263,162
278,1,94,0,0,138,80,73
12,1,0,161,0,48,241,88
120,1,128,98,0,176,172,91
123,1,0,47,0,43,87,62
169,1,176,95,68,224,182,162
391,1,63,87,0,128,160,87
220,1,0,247,118,104,318,162
384,1,0,87,2,60,156,75
39,1,71,62,101,167,126,162
146,1,118,218,117,174,318,162
335,1,167,0,71,224,95,162
231,1,0,137,94,49,233,162
392,1,50,0,0,90,87,63
337,1,90,278,15,167,318,117
362,1,101,126,101,176,212,162
398,1,89,226,0,174,278,103
78,1,0,244,14,42,318,118
354,1,10,0,92,62,70,162
66,1,0,0,0,50,47,86
166,1,64,0,78,167,62,162
122,1,43,241,0,89,318,104
258,2,102,247,0,157,318,82
242,2,171,249,0,224,318,89
363,2,59,101,0,126,173,79
244,2,59,243,86,121,318,162
247,2,44,111,100,123,209,162
170,2,0,67,81,100,111,162
225,2,63,173,0,117,241,93
227,2,151,92,103,224,188,162
230,2,43,270,0,89,318,86
85,2,117,173,0,161,220,68
99,2,0,0,0,68,71,70
397,2,0,71,0,51,130,80
164,2,122,0,122,224,87,162
177,2,183,219,99,224,318,143
234,2,181,0,0,224,104,65
209,2,0,140,87,44,212,162
152,2,68,52,0,125,101,67
141,2,0,248,0,43,318,87
400,2,68,0,0,118,52,64
342,2,0,175,0,63,241,78
208,2,126,107,0,215,157,102
14,2,0,130,0,46,175,81
344,2,135,0,67,224,92,122
253,2,175,157,0,224,248,99
176,2,123,188,100,183,290,162
54,2,0,212,111,59,318,162
87,2,128,0,0,181,107,54
343,2,0,0,85,107,67,162
80,3,141,233,0,185,318,43
37,3,0,242,0,51,318,59
25,3,0,118,0,44,171,77
57,3,0,235,96,59,318,160
315,3,144,243,74,197,318,124
172,3,91,176,0,167,227,71
5,3,44,118,0,108,176,88
202,3,51,224,0,91,318,52
189,3,0,0,0,63,56,87
371,3,91,227,0,139,318,52
167,3,197,218,74,244,318,124
218,3,64,0,88,123,77,178
59,3,7,0,159,56,79,244
192,3,168,153,0,244,227,54
307,3,43,79,162,139,122,244
130,3,51,176,0,91,221,78
186,3,137,100,78,184,193,162
381,3,0,178,0,48,242,69
341,3,157,96,0,244,153,72
317,3,63,0,9,116,86,59
369,3,0,92,88,84,167,146
198,3,185,234,0,244,318,74
289,3,0,79,174,43,145,244
375,3,0,159,177,48,256,244
261,3,123,0,79,165,100,156
373,3,0,256,160,72,318,244
28,3,72,223,163,136,318,244
35,3,116,0,0,179,83,72
339,3,168,0,102,244,76,156
269,3,186,75,170,244,131,244
76,3,204,0,0,244,96,92
249,3,0,174,88,67,229,177
11,3,189,96,82,244,176,163
93,3,156,250,152,244,318,244
355,3,112,114,0,157,174,52
256,3,0,0,93,64,92,159
263,3,48,125,188,131,223,244
314,3,84,122,95,137,206,188
79,3,182,0,158,244,75,244
179,3,0,56,0,63,118,73
276,3,63,0,182,109,69,244
62,3,139,0,156,182,92,244
96,3,137,193,124,221,243,189
58,3,142,131,189,244,226,244
102,3,67,212,82,131,318,152
