29270,241,3
P-94,U6,68,83,183,134,150,281
P-264,U6,184,250,73,244,318,181
P-106,U6,83,69,0,137,159,92
P-9,U6,87,166,0,160,254,71
P-285,U6,80,0,176,134,81,284
P-50,U6,140,254,0,244,318,73
P-252,U6,0,208,185,48,318,280
P-20,U6,71,262,91,177,318,179
P-10,U6,174,0,104,244,88,189
P-45,U6,83,0,104,174,81,176
P-129,U6,134,94,96,244,153,181
P-73,U6,156,0,0,242,63,104
P-142,U6,0,0,0,83,74,92
P-299,U6,0,0,183,80,83,270
P-255,U6,146,83,189,244,147,285
P-139,U6,50,243,185,134,318,281
P-333,U6,78,176,111,178,261,183
P-215,U6,0,175,0,87,255,89
P-133,U6,0,255,0,109,318,91
P-283,U6,178,153,96,244,250,196
P-297,U6,141,250,183,244,318,284
P-356,U6,0,74,0,77,173,95
P-211,U6,163,143,0,244,238,96
P-105,U6,141,63,0,244,143,95
P-346,U6,134,0,189,244,83,284
P-165,U6,58,150,183,161,243,279
P-365,U6,0,81,95,110,176,183
P-26,U1,53,245,100,122,318,156
P-172,U1,55,136,75,126,187,151
P-313,U1,72,172,0,126,263,54
P-97,U1,0,265,0,93,318,53
P-189,U1,0,178,0,63,265,56
P-171,U1,131,268,48,224,318,103
P-40,U1,0,91,62,70,136,152
P-19,U1,137,196,47,224,265,98
P-192,U1,148,87,0,224,141,74
P-307,U1,142,145,0,224,241,43
P-120,U1,0,0,0,48,91,74
P-186,U1,72,87,75,165,134,159
P-169,U1,72,0,62,166,87,110
P-317,U1,123,0,0,173,86,53
P-369,U1,166,66,74,224,141,158
P-289,U1,0,0,119,66,70,162
P-244,U1,48,0,0,123,76,62
P-220,U1,55,214,56,126,318,100
P-261,U1,0,241,56,42,318,156
P-170,U1,66,0,110,166,81,154
P-373,U1,0,91,0,72,175,62
P-227,U1,128,141,102,224,214,161
P-230,U1,93,272,0,179,318,48
P-85,U1,180,250,0,224,318,47
P-63,U1,72,87,0,141,172,75
P-335,U1,133,223,103,224,318,160
P-355,U1,179,0,0,224,60,52
P-397,U1,144,143,43,224,194,102
P-152,U1,55,196,100,122,245,157
P-14,U1,0,0,74,46,81,119
P-135,U1,179,0,52,224,66,160
P-58,U1,0,139,62,55,241,157
P-242,U2,92,176,40,145,245,129
P-12,U2,0,172,0,80,220,88
P-59,U2,145,167,65,224,216,150
P-130,U2,146,273,0,224,318,40
P-198,U2,63,95,0,122,169,84
P-391,U2,151,102,69,224,167,156
P-384,U2,89,249,76,149,318,149
P-28,U2,53,0,0,117,95,81
P-35,U2,9,178,88,92,241,160
P-339,U2,60,264,0,136,318,76
P-99,U2,40,108,88,110,176,159
P-76,U2,80,172,0,176,264,40
P-77,U2,122,122,0,218,172,65
P-249,U2,0,241,106,89,308,161
P-358,U2,150,237,101,224,318,161
P-164,U2,0,70,69,40,172,156
P-337,U2,111,65,84,151,167,161
P-177,U2,176,174,0,220,273,41
P-209,U2,0,220,0,75,264,72
P-354,U2,0,0,0,52,70,70
P-276,U2,0,124,0,62,170,69
P-66,U2,6,0,70,53,50,156
P-246,U2,163,216,41,224,318,101
P-253,U2,175,3,69,224,102,160
P-48,U2,0,70,0,48,123,65
P-54,U2,0,267,0,59,318,106
P-87,U2,117,0,50,170,54,157
P-367,U2,170,0,0,224,106,69
P-4,U2,53,0,84,109,108,159
P-159,U2,118,0,0,170,92,50
P-218,U3,167,155,75,244,245,134
P-363,U3,63,251,0,142,318,72
P-331,U3,0,247,0,43,318,88
P-381,U3,0,168,174,64,237,222
P-341,U3,64,189,0,151,246,72
P-375,U3,98,106,72,146,203,139
P-247,U3,0,106,0,98,185,62
P-225,U3,151,185,0,244,239,68
P-334,U3,0,114,142,65,168,241
P-39,U3,63,222,72,127,318,133
P-146,U3,143,218,136,188,318,192
P-269,U3,0,262,88,58,318,162
P-231,U3,0,56,0,96,105,68
P-11,U3,146,74,75,201,155,155
P-93,U3,152,0,66,244,68,154
P-392,U3,0,207,0,63,247,87
P-322,U3,142,43,0,244,88,66
P-241,U3,153,244,0,244,318,71
P-348,U3,0,0,0,89,56,77
P-234,U3,140,0,0,244,43,65
P-155,U3,64,0,149,111,95,236
P-398,U3,141,103,155,244,155,240
P-78,U3,96,0,0,138,104,74
P-31,U3,105,104,0,154,180,71
P-79,U3,0,185,88,62,260,174
P-175,U3,178,0,155,244,96,243
P-141,U3,201,68,75,244,155,145
P-400,U3,0,61,142,52,111,206
P-342,U3,0,237,174,63,315,240
P-208,U3,194,216,136,244,318,225
P-166,U3,116,0,155,178,103,239
P-33,U3,68,114,142,141,204,231
P-118,U3,154,103,0,244,185,75
P-122,U3,66,214,193,143,318,239
P-288,U3,143,155,139,244,216,233
P-361,U3,0,0,142,51,61,207
P-131,U3,0,106,62,82,185,142
P-102,U3,138,248,72,244,318,136
P-332,U3,64,215,136,143,318,193
P-140,U3,0,0,77,84,106,142
P-144,U3,84,0,77,143,106,149
P-5,NONE,-1,-1,-1,-1,-1,-1
P-7,NONE,-1,-1,-1,-1,-1,-1
P-8,NONE,-1,-1,-1,-1,-1,-1
P-13,NONE,-1,-1,-1,-1,-1,-1
P-18,NONE,-1,-1,-1,-1,-1,-1
P-21,NONE,-1,-1,-1,-1,-1,-1
P-22,NONE,-1,-1,-1,-1,-1,-1
P-24,NONE,-1,-1,-1,-1,-1,-1
P-30,NONE,-1,-1,-1,-1,-1,-1
P-34,NONE,-1,-1,-1,-1,-1,-1
P-38,NONE,-1,-1,-1,-1,-1,-1
P-43,NONE,-1,-1,-1,-1,-1,-1
P-47,NONE,-1,-1,-1,-1,-1,-1
P-51,NONE,-1,-1,-1,-1,-1,-1
P-52,NONE,-1,-1,-1,-1,-1,-1
P-53,NONE,-1,-1,-1,-1,-1,-1
P-55,NONE,-1,-1,-1,-1,-1,-1
P-56,NONE,-1,-1,-1,-1,-1,-1
P-60,NONE,-1,-1,-1,-1,-1,-1
P-61,NONE,-1,-1,-1,-1,-1,-1
P-62,NONE,-1,-1,-1,-1,-1,-1
P-64,NONE,-1,-1,-1,-1,-1,-1
P-65,NONE,-1,-1,-1,-1,-1,-1
P-67,NONE,-1,-1,-1,-1,-1,-1
P-70,NONE,-1,-1,-1,-1,-1,-1
P-72,NONE,-1,-1,-1,-1,-1,-1
P-74,NONE,-1,-1,-1,-1,-1,-1
P-81,NONE,-1,-1,-1,-1,-1,-1
P-83,NONE,-1,-1,-1,-1,-1,-1
P-84,NONE,-1,-1,-1,-1,-1,-1
P-88,NONE,-1,-1,-1,-1,-1,-1
P-89,NONE,-1,-1,-1,-1,-1,-1
P-90,NONE,-1,-1,-1,-1,-1,-1
P-91,NONE,-1,-1,-1,-1,-1,-1
P-95,NONE,-1,-1,-1,-1,-1,-1
P-96,NONE,-1,-1,-1,-1,-1,-1
P-98,NONE,-1,-1,-1,-1,-1,-1
P-100,NONE,-1,-1,-1,-1,-1,-1
P-101,NONE,-1,-1,-1,-1,-1,-1
P-104,NONE,-1,-1,-1,-1,-1,-1
P-107,NONE,-1,-1,-1,-1,-1,-1
P-108,NONE,-1,-1,-1,-1,-1,-1
P-110,NONE,-1,-1,-1,-1,-1,-1
P-111,NONE,-1,-1,-1,-1,-1,-1
P-113,NONE,-1,-1,-1,-1,-1,-1
P-114,NONE,-1,-1,-1,-1,-1,-1
P-115,NONE,-1,-1,-1,-1,-1,-1
P-116,NONE,-1,-1,-1,-1,-1,-1
P-119,NONE,-1,-1,-1,-1,-1,-1
P-121,NONE,-1,-1,-1,-1,-1,-1
P-127,NONE,-1,-1,-1,-1,-1,-1
P-128,NONE,-1,-1,-1,-1,-1,-1
P-132,NONE,-1,-1,-1,-1,-1,-1
P-137,NONE,-1,-1,-1,-1,-1,-1
P-138,NONE,-1,-1,-1,-1,-1,-1
P-143,NONE,-1,-1,-1,-1,-1,-1
P-149,NONE,-1,-1,-1,-1,-1,-1
P-151,NONE,-1,-1,-1,-1,-1,-1
P-153,NONE,-1,-1,-1,-1,-1,-1
P-154,NONE,-1,-1,-1,-1,-1,-1
P-156,NONE,-1,-1,-1,-1,-1,-1
P-158,NONE,-1,-1,-1,-1,-1,-1
P-160,NONE,-1,-1,-1,-1,-1,-1
P-161,NONE,-1,-1,-1,-1,-1,-1
P-173,NONE,-1,-1,-1,-1,-1,-1
P-174,NONE,-1,-1,-1,-1,-1,-1
P-176,NONE,-1,-1,-1,-1,-1,-1
P-178,NONE,-1,-1,-1,-1,-1,-1
P-179,NONE,-1,-1,-1,-1,-1,-1
P-182,NONE,-1,-1,-1,-1,-1,-1
P-184,NONE,-1,-1,-1,-1,-1,-1
P-190,NONE,-1,-1,-1,-1,-1,-1
P-191,NONE,-1,-1,-1,-1,-1,-1
P-193,NONE,-1,-1,-1,-1,-1,-1
P-194,NONE,-1,-1,-1,-1,-1,-1
P-195,NONE,-1,-1,-1,-1,-1,-1
P-196,NONE,-1,-1,-1,-1,-1,-1
P-197,NONE,-1,-1,-1,-1,-1,-1
P-200,NONE,-1,-1,-1,-1,-1,-1
P-201,NONE,-1,-1,-1,-1,-1,-1
P-203,NONE,-1,-1,-1,-1,-1,-1
P-204,NONE,-1,-1,-1,-1,-1,-1
P-205,NONE,-1,-1,-1,-1,-1,-1
P-210,NONE,-1,-1,-1,-1,-1,-1
P-213,NONE,-1,-1,-1,-1,-1,-1
P-223,NONE,-1,-1,-1,-1,-1,-1
P-228,NONE,-1,-1,-1,-1,-1,-1
P-229,NONE,-1,-1,-1,-1,-1,-1
P-233,NONE,-1,-1,-1,-1,-1,-1
P-235,NONE,-1,-1,-1,-1,-1,-1
P-237,NONE,-1,-1,-1,-1,-1,-1
P-239,NONE,-1,-1,-1,-1,-1,-1
P-240,NONE,-1,-1,-1,-1,-1,-1
P-243,NONE,-1,-1,-1,-1,-1,-1
P-245,NONE,-1,-1,-1,-1,-1,-1
P-250,NONE,-1,-1,-1,-1,-1,-1
P-251,NONE,-1,-1,-1,-1,-1,-1
P-254,NONE,-1,-1,-1,-1,-1,-1
P-256,NONE,-1,-1,-1,-1,-1,-1
P-259,NONE,-1,-1,-1,-1,-1,-1
P-260,NONE,-1,-1,-1,-1,-1,-1
P-262,NONE,-1,-1,-1,-1,-1,-1
P-263,NONE,-1,-1,-1,-1,-1,-1
P-267,NONE,-1,-1,-1,-1,-1,-1
P-268,NONE,-1,-1,-1,-1,-1,-1
P-271,NONE,-1,-1,-1,-1,-1,-1
P-278,NONE,-1,-1,-1,-1,-1,-1
P-279,NONE,-1,-1,-1,-1,-1,-1
P-281,NONE,-1,-1,-1,-1,-1,-1
P-286,NONE,-1,-1,-1,-1,-1,-1
P-287,NONE,-1,-1,-1,-1,-1,-1
P-290,NONE,-1,-1,-1,-1,-1,-1
P-292,NONE,-1,-1,-1,-1,-1,-1
P-293,NONE,-1,-1,-1,-1,-1,-1
P-294,NONE,-1,-1,-1,-1,-1,-1
P-296,NONE,-1,-1,-1,-1,-1,-1
P-298,NONE,-1,-1,-1,-1,-1,-1
P-301,NONE,-1,-1,-1,-1,-1,-1
P-302,NONE,-1,-1,-1,-1,-1,-1
P-303,NONE,-1,-1,-1,-1,-1,-1
P-306,NONE,-1,-1,-1,-1,-1,-1
P-308,NONE,-1,-1,-1,-1,-1,-1
P-309,NONE,-1,-1,-1,-1,-1,-1
P-311,NONE,-1,-1,-1,-1,-1,-1
P-312,NONE,-1,-1,-1,-1,-1,-1
P-314,NONE,-1,-1,-1,-1,-1,-1
P-316,NONE,-1,-1,-1,-1,-1,-1
P-318,NONE,-1,-1,-1,-1,-1,-1
P-321,NONE,-1,-1,-1,-1,-1,-1
P-323,NONE,-1,-1,-1,-1,-1,-1
P-325,NONE,-1,-1,-1,-1,-1,-1
P-328,NONE,-1,-1,-1,-1,-1,-1
P-330,NONE,-1,-1,-1,-1,-1,-1
P-338,NONE,-1,-1,-1,-1,-1,-1
P-340,NONE,-1,-1,-1,-1,-1,-1
P-343,NONE,-1,-1,-1,-1,-1,-1
P-344,NONE,-1,-1,-1,-1,-1,-1
P-347,NONE,-1,-1,-1,-1,-1,-1
P-349,NONE,-1,-1,-1,-1,-1,-1
P-351,NONE,-1,-1,-1,-1,-1,-1
P-359,NONE,-1,-1,-1,-1,-1,-1
P-362,NONE,-1,-1,-1,-1,-1,-1
P-364,NONE,-1,-1,-1,-1,-1,-1
P-368,NONE,-1,-1,-1,-1,-1,-1
P-370,NONE,-1,-1,-1,-1,-1,-1
P-372,NONE,-1,-1,-1,-1,-1,-1
P-374,NONE,-1,-1,-1,-1,-1,-1
P-376,NONE,-1,-1,-1,-1,-1,-1
P-377,NONE,-1,-1,-1,-1,-1,-1
P-379,NONE,-1,-1,-1,-1,-1,-1
P-382,NONE,-1,-1,-1,-1,-1,-1
P-383,NONE,-1,-1,-1,-1,-1,-1
P-386,NONE,-1,-1,-1,-1,-1,-1
P-388,NONE,-1,-1,-1,-1,-1,-1
P-389,NONE,-1,-1,-1,-1,-1,-1
P-390,NONE,-1,-1,-1,-1,-1,-1
P-395,NONE,-1,-1,-1,-1,-1,-1
P-396,NONE,-1,-1,-1,-1,-1,-1
P-399,NONE,-1,-1,-1,-1,-1,-1
