197,109,82,99,68,0,85
198,74,59,84,68,0,113
200,74,74,83,81,0,95
201,80,106,76,159,0,139
202,52,94,40,57,0,105
203,68,106,93,52,0,63
204,55,88,103,150,0,101
205,47,40,109,24,0,107
206,60,47,41,29,0,85
208,89,50,102,117,0,127
209,75,44,72,57,0,74
210,45,93,88,64,0,67
213,71,50,105,94,0,66
218,90,77,59,63,0,134
220,44,104,71,80,0,137
221,68,44,49,13,0,86
223,83,92,109,145,0,66
225,54,68,93,52,0,98
227,59,73,96,58,0,118
228,98,92,51,128,0,75
229,69,81,104,171,0,116
230,46,48,86,44,0,82
231,96,68,49,48,0,91
233,71,59,101,120,0,63
234,43,65,104,60,0,101
235,80,105,84,61,0,95
237,97,74,101,193,0,97
239,79,85,71,94,0,93
240,101,88,65,84,0,127
241,71,74,91,25,0,115
242,89,69,53,48,0,118
243,69,77,105,98,0,76
244,76,62,75,24,0,111
245,53,105,80,61,0,67
246,60,102,61,58,0,106
247,98,62,79,61,0,136
248,77,67,52,70,0,139
249,89,67,55,66,0,88
250,65,59,102,105,0,89
251,78,44,106,106,0,71
253,91,49,99,99,0,98
254,99,51,79,101,0,72
256,92,64,66,117,0,99
257,67,51,54,40,0,103
258,71,55,82,43,0,138
259,84,72,86,55,0,98
260,43,49,99,20,0,65
261,100,77,42,80,0,114
262,103,92,109,99,0,65
263,56,83,98,33,0,107
267,54,97,98,130,0,116
268,84,63,100,99,0,95
269,58,56,74,25,0,85
271,41,44,92,30,0,63
272,75,64,40,54,0,133
276,46,69,62,29,0,70
278,73,44,80,60,0,96
279,85,99,52,118,0,101
281,55,84,105,57,0,95
286,93,75,73,133,0,102
287,99,86,84,94,0,110
288,61,101,94,36,0,122
289,70,43,66,28,0,79
290,80,69,46,23,0,64
291,74,81,40,42,0,124
292,63,100,93,46,0,66
293,56,104,56,78,0,81
294,88,93,44,30,0,69
296,92,81,93,50,0,60
298,44,91,86,57,0,83
301,61,72,69,76,0,72
302,64,106,65,98,0,84
303,57,62,106,75,0,85
305,53,58,63,22,0,104
306,88,91,90,57,0,106
307,43,82,96,100,0,123
308,57,64,110,62,0,87
309,104,91,60,135,0,66
311,79,101,43,26,0,69
312,90,97,56,121,0,120
313,91,54,54,73,0,120
314,84,53,93,48,0,93
315,50,75,53,14,0,104
316,105,103,71,201,0,123
317,53,86,50,44,0,89
318,86,75,99,47,0,89
321,71,78,98,92,0,91
322,45,66,102,72,0,104
323,72,98,97,183,0,129
324,68,40,41,27,0,122
325,80,63,77,93,0,74
326,84,51,45,17,0,136
327,58,96,44,18,0,119
328,50,78,82,57,0,72
330,105,106,97,271,0,75
331,71,43,88,64,0,91
332,57,103,79,63,0,108
334,65,99,54,103,0,102
335,91,57,95,47,0,140
336,49,68,72,33,0,114
337,40,77,102,52,0,102
338,46,88,87,75,0,70
339,54,76,76,80,0,94
340,103,90,49,66,0,98
341,72,87,57,50,0,109
342,63,66,78,83,0,85
343,107,67,77,98,0,130
344,55,89,92,111,0,95
347,53,105,102,96,0,116
348,89,77,56,60,0,89
349,99,104,68,70,0,80
351,107,41,92,42,0,112
354,52,70,70,47,0,78
355,45,60,52,42,0,72
357,40,58,56,15,0,110
358,81,60,74,55,0,93
359,101,86,98,188,0,103
361,65,61,51,55,0,68
362,75,61,86,99,0,92
363,67,72,79,29,0,136
364,68,53,110,29,0,94
367,54,69,106,74,0,106
368,71,99,97,178,0,85
369,84,75,58,92,0,110
370,106,47,100,95,0,68
371,91,52,48,50,0,106
372,110,84,79,182,0,96
373,62,84,72,108,0,105
374,81,71,101,169,0,96
375,48,67,97,35,0,99
376,101,101,89,73,0,96
377,101,88,105,118,0,80
378,59,53,89,61,0,131
379,68,89,98,58,0,77
380,41,56,62,22,0,102
381,64,48,69,60,0,87
382,102,106,43,41,0,130
383,85,103,60,61,0,83
384,69,73,60,16,0,97
385,64,48,40,23,0,113
386,63,110,65,88,0,120
387,42,47,96,37,0,140
388,99,89,97,88,0,134
389,49,95,72,55,0,61
390,82,106,96,244,0,114
391,65,87,73,71,0,122
392,87,63,40,59,0,74
393,44,47,65,23,0,133
395,60,108,73,112,0,107
396,102,109,42,118,0,120
397,80,51,59,51,0,81
398,52,103,85,68,0,130
399,45,44,89,22,0,63
400,52,50,64,37,0,71
